X,Y,featurecla,scalerank,min_zoom
-78.6694057499236,73.2179341652647,Land,"0",1
-69.4207687268854,67.9573519652745,Land,"0",0
-99.5217187498502,72.5349999331311,Land,"0",0
141.704139430658,73.6201559443647,Land,"0",1
-93.8171301080212,73.201836649328,Land,"0",0.5
-121.694535851571,72.7712798796994,Land,"0",0
148.317018480884,75.1285200082081,Land,"0",1
-95.1835678163507,75.1382441705281,Land,"1",1.5
141.009484193035,75.4121474444134,Land,"0",0
-100.128946251208,76.0000000606343,Land,"0",0
-114.152709247591,75.6973560338162,Land,"0",0
56.1605893545367,74.0294351386486,Land,"0",0
-91.207881580686,75.7491502775212,Land,"0",0
-119.135906340962,76.6972697024814,Land,"1",0.5
10.013079584465,21.464690497444,Land,"0",0
-95.2027045468952,77.7271690440419,Land,"1",1.5
-111.600034526061,77.8642657457851,Land,"1",1
22.5113658780416,78.0072905485081,Land,"1",1
-111.15815329298,78.7032076803028,Land,"1",1.5
-97.0004620593328,78.2505850646952,Land,"1",1
-102.540857091704,78.5288766219674,Land,"1",0.5
102.740861316283,78.5101144100627,Land,"0",0.5
15.6873394871739,78.2937640784908,Land,"0",0
22.682486462303,79.9581420811583,Land,"0",0
48.5992857986361,80.4649984919532,Land,"1",1
96.2467662132937,79.9619624886631,Land,"0",0
-91.8688898193571,79.9313941863838,Land,"0",0
-79.4653891062554,79.6851940243362,Land,"0",0
-39.2831484854647,71.8673008369948,Land,"0",0
